letra,0_x,0_y,0_z,1_x,1_y,1_z,2_x,2_y,2_z,3_x,3_y,3_z,4_x,4_y,4_z,5_x,5_y,5_z,6_x,6_y,6_z,7_x,7_y,7_z,8_x,8_y,8_z,9_x,9_y,9_z,10_x,10_y,10_z,11_x,11_y,11_z,12_x,12_y,12_z,13_x,13_y,13_z,14_x,14_y,14_z,15_x,15_y,15_z,16_x,16_y,16_z,17_x,17_y,17_z,18_x,18_y,18_z,19_x,19_y,19_z,20_x,20_y,20_z
B,0.6953647136688232,0.6053725481033325,6.28753809905902e-07,0.6454026699066162,0.5748003721237183,-0.04111131280660629,0.6224505305290222,0.518788754940033,-0.06602899730205536,0.6551492810249329,0.4760606288909912,-0.08760566264390945,0.697620153427124,0.45284751057624817,-0.10963618755340576,0.6247875094413757,0.3957555294036865,-0.041484229266643524,0.6045082807540894,0.30250126123428345,-0.06937017291784286,0.5951989889144897,0.24107059836387634,-0.09337209165096283,0.5909416675567627,0.18866066634655,-0.11151953786611557,0.6647962331771851,0.38022246956825256,-0.04143447428941727,0.6558424830436707,0.27194756269454956,-0.06466712057590485,0.6531835794448853,0.20131105184555054,-0.08821886777877808,0.651844322681427,0.14029726386070251,-0.10620997846126556,0.7043317556381226,0.38876262307167053,-0.046131670475006104,0.7091137170791626,0.28728237748146057,-0.06859959661960602,0.7107371687889099,0.22298510372638702,-0.09003274142742157,0.7102246284484863,0.17033183574676514,-0.10564364492893219,0.7440367341041565,0.4158504605293274,-0.054710883647203445,0.7610654234886169,0.3408719301223755,-0.07313564419746399,0.7679901123046875,0.2922724187374115,-0.08410868793725967,0.7708748579025269,0.24900801479816437,-0.09296449273824692
E,0.6868837475776672,0.6008005738258362,1.15046660198459e-07,0.6301453113555908,0.5859596133232117,-0.0383136160671711,0.5955749154090881,0.5425475835800171,-0.0643647238612175,0.6092163324356079,0.5105035901069641,-0.08981747925281525,0.6465485095977783,0.49883604049682617,-0.11440958082675934,0.6310760378837585,0.40508532524108887,-0.029294557869434357,0.6300820708274841,0.3221379518508911,-0.06123023107647896,0.6416021585464478,0.31276798248291016,-0.09089073538780212,0.6495839953422546,0.34069401025772095,-0.10877469182014465,0.6720357537269592,0.39497262239456177,-0.02905735746026039,0.6752053499221802,0.29461950063705444,-0.05976037308573723,0.6867220401763916,0.3002868592739105,-0.09026999026536942,0.6891311407089233,0.335599809885025,-0.10874086618423462,0.7091030478477478,0.40228044986724854,-0.0336541011929512,0.7150784730911255,0.31486302614212036,-0.05876987800002098,0.7212140560150146,0.3240303099155426,-0.07854074984788895,0.718430757522583,0.36487361788749695,-0.08917658776044846,0.7452145218849182,0.42211487889289856,-0.041813112795352936,0.7542179822921753,0.3477976620197296,-0.05832203850150108,0.7558414936065674,0.3521159291267395,-0.06561606377363205,0.7492303252220154,0.3842695653438568,-0.06977621465921402
C,0.7683950662612915,0.5034366250038147,5.394898394683878e-08,0.7187838554382324,0.5361617803573608,-0.07275247573852539,0.6633851528167725,0.5375498533248901,-0.11691713333129883,0.6164174675941467,0.5281205177307129,-0.1447075754404068,0.5750094652175903,0.5093411803245544,-0.17033034563064575,0.7184589505195618,0.41499197483062744,-0.13014858961105347,0.6649655699729919,0.3606373071670532,-0.17112383246421814,0.6204617619514465,0.3393334448337555,-0.19282719492912292,0.5795859098434448,0.3352835774421692,-0.2030428647994995,0.7298709750175476,0.3808925747871399,-0.09999262541532516,0.6702833771705627,0.31948399543762207,-0.13939158618450165,0.6181392669677734,0.3101436197757721,-0.1518746316432953,0.5798066258430481,0.321770578622818,-0.15724311769008636,0.7307372093200684,0.3630092740058899,-0.07084876298904419,0.6763165593147278,0.3072950839996338,-0.10454028099775314,0.6283042430877686,0.30335670709609985,-0.11606714874505997,0.5934607982635498,0.31275755167007446,-0.11929912120103836,0.7239342331886292,0.3543740510940552,-0.04486987739801407,0.6813385486602783,0.30689185857772827,-0.06827856600284576,0.6468718647956848,0.2954772710800171,-0.07710845023393631,0.6214171051979065,0.29479825496673584,-0.08070123940706253
P,0.8635347485542297,0.64821857213974,3.5757135918856875e-08,0.8001713156700134,0.5680254101753235,0.06047866865992546,0.7286726832389832,0.5234385132789612,0.050740644335746765,0.6721535921096802,0.5082687139511108,0.03213142603635788,0.6116902828216553,0.48053792119026184,0.006334405392408371,0.7206858992576599,0.4568123519420624,-0.040941156446933746,0.622971773147583,0.4255409836769104,-0.03400594741106033,0.5805507898330688,0.3922823369503021,-0.02396215870976448,0.5454480648040771,0.35837027430534363,-0.018978586420416832,0.7255181670188904,0.5160312652587891,-0.07192173600196838,0.6281203627586365,0.5340913534164429,-0.04441820830106735,0.5795267224311829,0.5686750411987305,-0.014320047572255135,0.5368432402610779,0.5902634859085083,-0.006598836276680231,0.7275810837745667,0.5850377082824707,-0.09149040281772614,0.6650826930999756,0.610612154006958,-0.03335118293762207,0.7050874829292297,0.6352298259735107,0.0062899901531636715,0.7398252487182617,0.6390855312347412,0.009029868058860302,0.7219197154045105,0.642837643623352,-0.10834209620952606,0.690199077129364,0.6607023477554321,-0.0532822422683239,0.7202329635620117,0.6781383156776428,-0.022974476218223572,0.7463136315345764,0.6804778575897217,-0.016945740208029747
A,0.792811393737793,0.6392086148262024,-4.961957529303618e-07,0.7296583652496338,0.6091349720954895,-0.022641366347670555,0.6817790865898132,0.5231694579124451,-0.0278104767203331,0.6578283309936523,0.4493614435195923,-0.033873122185468674,0.6345415711402893,0.39799895882606506,-0.03447385132312775,0.7013818025588989,0.453342080116272,0.006172614172101021,0.699010968208313,0.38518479466438293,-0.021556489169597626,0.7163366675376892,0.4443066716194153,-0.03628132864832878,0.7211987376213074,0.48674678802490234,-0.040650513023138046,0.7407199144363403,0.44108936190605164,0.0055459365248680115,0.7390137314796448,0.37556028366088867,-0.022745434194803238,0.7550843954086304,0.4471566379070282,-0.03120354190468788,0.7538937330245972,0.4847188889980316,-0.028743606060743332,0.7799546718597412,0.4385469853878021,-0.001453571254387498,0.7785133719444275,0.3759436309337616,-0.029461614787578583,0.788141131401062,0.44330161809921265,-0.02079494297504425,0.7850470542907715,0.482296884059906,-0.0066192918457090855,0.8160110116004944,0.44423890113830566,-0.01083667017519474,0.8168607950210571,0.3904178738594055,-0.0266354251652956,0.8196982145309448,0.4382183849811554,-0.016277726739645004,0.8173878788948059,0.4709798991680145,-0.003331280080601573
A,0.7838585376739502,0.6367154717445374,-4.466245684398018e-07,0.7188687324523926,0.587576150894165,-0.008141023106873035,0.6824665665626526,0.5074170827865601,-0.0054913354106247425,0.6677422523498535,0.4366811513900757,-0.0076379477977752686,0.6494247913360596,0.38876989483833313,-0.005875959061086178,0.7053231596946716,0.4455207884311676,0.03593951463699341,0.7060333490371704,0.3814048767089844,0.01567924953997135,0.7181875705718994,0.4293746054172516,0.000895318400580436,0.7245256304740906,0.47384339570999146,-0.0033322307281196117,0.7427688241004944,0.43685638904571533,0.03135474771261215,0.7435818314552307,0.3735079765319824,0.009005444124341011,0.7544985413551331,0.4371483027935028,-0.002799614565446973,0.7570645213127136,0.48387670516967773,-0.0020810524001717567,0.7785603404045105,0.4374276101589203,0.02079833671450615,0.7789681553840637,0.3744819760322571,-0.0024142747279256582,0.7844173908233643,0.43528619408607483,0.0009472632664255798,0.7855040431022644,0.48345768451690674,0.012538024224340916,0.8137615323066711,0.4454658031463623,0.008980323560535908,0.8126585483551025,0.3850412368774414,-0.0023466814309358597,0.8138531446456909,0.4256199300289154,0.006805908400565386,0.8153229355812073,0.4625079929828644,0.01938323676586151
A,0.7850288152694702,0.6298841834068298,-4.988797854821314e-07,0.7242315411567688,0.5914452075958252,-0.014979804866015911,0.6848801374435425,0.5149247050285339,-0.018457859754562378,0.6680834293365479,0.4452541768550873,-0.024823596701025963,0.6529235243797302,0.3918731212615967,-0.02667006477713585,0.7041773200035095,0.4448641836643219,0.01393983606249094,0.7055636048316956,0.38256409764289856,-0.013309563510119915,0.7217645645141602,0.43752408027648926,-0.028249243274331093,0.7288140058517456,0.4815853536128998,-0.031854238361120224,0.741578996181488,0.4356735646724701,0.01045248657464981,0.7449712753295898,0.3732466697692871,-0.018612634390592575,0.7591958045959473,0.4475765526294708,-0.027515137568116188,0.7600000500679016,0.49145129323005676,-0.023763714358210564,0.7783846855163574,0.4333837628364563,0.0012351814657449722,0.7826193571090698,0.3797222077846527,-0.028615884482860565,0.7889374494552612,0.45161929726600647,-0.021495917811989784,0.7857881784439087,0.4957038164138794,-0.006166191305965185,0.8130737543106079,0.4397716522216797,-0.009381022304296494,0.8152510523796082,0.387513667345047,-0.024822130799293518,0.8156633377075195,0.43662962317466736,-0.013623882085084915,0.8123077750205994,0.4725978970527649,0.0011588673805817962
A,0.787225604057312,0.6265835165977478,-4.472340435768274e-07,0.7268140316009521,0.5871762633323669,-0.016000129282474518,0.6880260109901428,0.5128878355026245,-0.01902683824300766,0.6695125102996826,0.44557467103004456,-0.024328233674168587,0.6523177027702332,0.39619264006614685,-0.02435576170682907,0.7061036825180054,0.4404066205024719,0.016764366999268532,0.7055538892745972,0.38002243638038635,-0.006514989770948887,0.7230565547943115,0.43325743079185486,-0.019086070358753204,0.7282931208610535,0.4779570996761322,-0.021576637402176857,0.7430405020713806,0.4296387732028961,0.015115932561457157,0.7415421605110168,0.37179452180862427,-0.011589620262384415,0.7590303421020508,0.4391357898712158,-0.02098342403769493,0.7602634429931641,0.4818792939186096,-0.01817943900823593,0.7787700891494751,0.4283715784549713,0.00782578531652689,0.776378870010376,0.37495487928390503,-0.019344156607985497,0.7875515818595886,0.43868932127952576,-0.012981856241822243,0.7870006561279297,0.4822435975074768,0.0009739531669765711,0.8127383589744568,0.4357014298439026,-0.0010536593617871404,0.8133156895637512,0.3841610550880432,-0.015669260174036026,0.8169916272163391,0.42795050144195557,-0.00587744265794754,0.8154605031013489,0.4621334969997406,0.007591650355607271
A,0.7873249650001526,0.6306167244911194,-4.948534524373827e-07,0.7303739786148071,0.5891729593276978,-0.018156424164772034,0.6951335072517395,0.5086161494255066,-0.022915853187441826,0.6805809140205383,0.4363134801387787,-0.03008592315018177,0.6644860506057739,0.3814185857772827,-0.03189202398061752,0.7197792530059814,0.440256267786026,0.014791710302233696,0.7234628796577454,0.37421169877052307,-0.015687691047787666,0.7308050394058228,0.43562352657318115,-0.03246814385056496,0.7324537634849548,0.47635504603385925,-0.03737169876694679,0.7550852298736572,0.4331417977809906,0.011878319084644318,0.7596174478530884,0.3719899654388428,-0.019968243315815926,0.7646441459655762,0.44411933422088623,-0.02979770302772522,0.7617156505584717,0.47836148738861084,-0.02694086916744709,0.7899339199066162,0.43306607007980347,0.0021243540104478598,0.7937028408050537,0.3796911835670471,-0.02840413525700569,0.794227123260498,0.44898146390914917,-0.02012454718351364,0.7891625761985779,0.48409488797187805,-0.004941887687891722,0.823879063129425,0.43988513946533203,-0.009777190163731575,0.8260604739189148,0.39633193612098694,-0.02411259338259697,0.8217002153396606,0.4469405710697174,-0.012842395342886448,0.8159570097923279,0.47661900520324707,0.001053026644513011
A,0.7722944617271423,0.6335237622261047,-3.450044516739581e-07,0.7078900337219238,0.5886744260787964,-0.008587844669818878,0.674603283405304,0.5227159261703491,-0.01034497283399105,0.6686250567436218,0.4512159526348114,-0.016157422214746475,0.6622681021690369,0.39349105954170227,-0.019015302881598473,0.6928151249885559,0.44304800033569336,0.029148831963539124,0.6922224164009094,0.3775244355201721,0.008112138137221336,0.6928079724311829,0.39049166440963745,-0.00771825248375535,0.69196617603302,0.42323383688926697,-0.012866453267633915,0.7283701300621033,0.43315133452415466,0.023836418986320496,0.7249730229377747,0.36690759658813477,0.003240463323891163,0.7296680808067322,0.42547607421875,-0.0051866075955331326,0.7306339740753174,0.4667586088180542,-0.0023781980853527784,0.7635414600372314,0.4335801303386688,0.012852722778916359,0.7614061832427979,0.3698462247848511,-0.0077363476157188416,0.7610287070274353,0.4267391860485077,0.0003414232924114913,0.7611556053161621,0.46546751260757446,0.014063365757465363,0.8013780117034912,0.4448106586933136,0.00034278378007002175,0.7948437929153442,0.38834553956985474,-0.006888275034725666,0.7907900214195251,0.4272477328777313,0.00697742123156786,0.7899460792541504,0.4561977982521057,0.02186731994152069
